NAME,LATDD,LONGDD,IS_DUPLICATE,VILLA
LENGUSAKA,0.88,37.32,1,LENGUSAKA
LENGUSAKA,0.87,37.3,2,LENGUSAKA
LENGOSAKA,0.87,37.03,1,LENGOSAKA
LENGOSAKA,0.87,37.03,2,LENGOSAKA
LENJONE,-1.93,36.32,1,LENJONE
LENJONEDAM,-1.93,36.32,1,LENJONEDAM
LENGAI,1.2,37.77,2,LENGAI
LENGAI,1.2,37.77,3,LENGAI
LENGAIYA,1.28,37.8,1,LENGAIYA
LENGAIYA,1.28,37.8,2,LENGAIYA
LENKIJABE,-2.22,36.48,1,LENKIJABE
LENKIJABE,-2.22,36.48,2,LENKIJABE
LENKIJAPE ELDOINYO,-2.58,37.53,1,LENKIJAPE ELDOINYO
LENGEYO OLDOINYO,1.25,37.25,1,LENGEYO OLDOINYO
LENGEYO OLDOINYO,1.25,37.25,2,LENGEYO OLDOINYO
LENGEYO OLDOINYO,1.25,37.25,3,LENGEYO OLDOINYO
LENGEYO OLDOINYO,1.25,37.25,4,LENGEYO OLDOINYO
LENGEYO OLDOINYO,1.25,37.25,5,LENGEYO OLDOINYO
LENGEYO OLDOINYO,1.25,37.25,6,LENGEYO OLDOINYO
LENKOLI,1.12,37.72,1,LENKOLI
LENKURE,2.13,36.9,1,LENKURE
LENGISHU,0.42,37.48,1,LENGISHU
LENGISHU,0.42,37.48,2,LENGISHU
LENGITOTO,-1.65,35.97,1,LENGITOTO
LENGITOTO,-1.65,35.97,2,LENGITOTO
LENGITOTO,-1.68,35.93,3,LENGITOTO
LENGITOTO,-1.68,35.93,4,LENGITOTO
LENGITOTO,-1.63,36.1,5,LENGITOTO
LENGITOTO,-1.63,36.1,6,LENGITOTO
LENGITOTOPLATEAU,-1.53,36.05,1,LENGITOTOPLATEAU
LENGITOTOPLATEAU,-1.53,36.05,2,LENGITOTOPLATEAU
LENONYASPRING,-3.42,37.7,1,LENONYASPRING
LENSAYU,2.87,39.27,1,LENSAYU
LENDAREI,0.78,36.95,1,LENDAREI
LENDAREI,0.78,36.95,2,LENDAREI
LENYAGUNI,-1.8,35.47,1,LENYAGUNI
LENYAMU,-1.53,36.48,1,LENYAMU
LENYAMU,-1.53,36.58,2,LENYAMU
LEOPARDCLIFFS,-1.4,36.87,1,LEOPARDCLIFFS
LEOPARDPOINT,-3.27,40.13,1,LEOPARDPOINT
KASIELA,0.42,36.22,1,KASIELA
KASIELA,0.42,36.22,2,KASIELA
LEPARMARAI,1.37,36.6,1,LEPARMARAI
LEPOIPOI,-1.2,34.78,1,LEPOIPOI
LEPOLOSIE,-1.72,35.65,1,LEPOLOSIE
LEPUSI,1.03,37.9,1,LEPUSI
LEPUSI,1.03,37.9,2,LEPUSI
LEPUSI,1.03,37.9,3,LEPUSI
LEPUSI,2.03,36.88,4,LEPUSI
LERADAM,0.77,36.55,1,LERADAM
ELERAI,-2.02,37.3,5,ELERAI
ELERAI,-2.02,37.3,6,ELERAI
LERAI ONGATA,0.87,36.6,1,LERAI ONGATA
LERATA,0.8,37.52,1,LERATA
LERATA,0.77,37.55,2,LERATA
LERATAPLAINS,0.85,37.05,1,LERATAPLAINS
LEREKERE,1.12,37.73,1,LEREKERE
LEREKO,-0.55,36.07,1,LEREKO
LEREKO,-0.55,36.07,2,LEREKO
LEREKO,-0.55,36.07,3,LEREKO
LEREMITPLAIN,-1.75,36.47,1,LEREMITPLAIN
LERETETI,-1.55,35.68,1,LERETETI
LERETETI,-1.58,35.68,2,LERETETI
LEROI,1.95,37.68,1,LEROI
LEROI,1.95,37.68,2,LEROI
LERUKENYA OLDOINYO,-1.1,34.65,1,LERUKENYA OLDOINYO
LERUKENYA OLDOINYO,-1.1,34.65,2,LERUKENYA OLDOINYO
LESAI OLKEJU,-1.95,35.82,1,LESAI OLKEJU
LESATIMA OLDOINYO,-0.32,36.62,1,LESATIMA OLDOINYO
LESATIMA OLDOINYO,-0.32,36.62,2,LESATIMA OLDOINYO
LESATIMA OLDOINYO,-0.32,36.62,3,LESATIMA OLDOINYO
LESATIMA OLDOINYO,-0.32,36.62,4,LESATIMA OLDOINYO
LECERINHILLS,-1.8,35.7,1,LECERINHILLS
LECERINHILLS,-1.8,35.7,2,LECERINHILLS
LECERINHILLS,-1.8,35.7,3,LECERINHILLS
LESERO,0.58,35.02,1,LESERO
LESERO,0.58,35.02,2,LESERO
LESHAO,-0.02,36.05,1,LESHAO
LESHAU,0.1,36.48,1,LESHAU
LESHAUFOREST,0.03,36.42,1,LESHAUFOREST
LESHAUNDARAGWALOCATION,-0.07,36.05,1,LESHAUNDARAGWALOCATION
LECHINGITHA,1.15,36.85,1,LECHINGITHA
LECHINGITHA,1.15,36.85,2,LECHINGITHA
LESHOTA,-1.38,35.98,1,LESHOTA
LESIOLO,1.22,36.52,1,LESIOLO
LESIOLO,1.22,36.52,2,LESIOLO
LESIRI,-2.25,36.43,1,LESIRI
LASIRIKAN,1.78,36.97,1,LASIRIKAN
LASIRIKAN,1.78,36.97,2,LASIRIKAN
LESIRKOSETTLEMENT,-0.13,36.35,1,LESIRKOSETTLEMENT
LESETETI,1.13,37.15,1,LESETETI
LESETETI,1.13,37.15,2,LESETETI
LESETETI,1.13,37.15,3,LESETETI
LESOKOIT,2.48,35.48,1,LESOKOIT
LESONKOYO,-2.38,36.77,1,LESONKOYO
LESONGOYO,-2.38,36.78,1,LESONGOYO
LESONGOYO,-2.38,36.78,2,LESONGOYO
LESOTEK,-0.13,35.58,1,LESOTEK
LESSOSSUBLOCATION,0.2,35.27,1,LESSOSSUBLOCATION
LESSOTETTESTATE,-0.12,35.58,1,LESSOTETTESTATE
LAISUGUT,-1.02,35.02,1,LAISUGUT
LAISUGUT,-1.02,35.02,2,LAISUGUT
LAISUGUT,-1.07,35.18,3,LAISUGUT
LAISUGUT,-1.07,35.18,4,LAISUGUT
LESUKUT,0.58,36.07,1,LESUKUT
LESURI,1.35,36.88,1,LESURI
LET,0.4,35.63,1,LET
LETAERI,-0.93,35.57,1,LETAERI
LETALE OLKEJU,0.07,36.97,1,LETALE OLKEJU
LETALE OLKEJU,0.07,36.97,2,LETALE OLKEJU
LETEANDEA,-0.93,36.9,1,LETEANDEA
LETOIDAM,0.35,35.95,1,LETOIDAM
LETUMOKE,-2.48,36.97,1,LETUMOKE
LETUNGANA,-1.7,35.95,1,LETUNGANA
LEUGOT,-1.02,35.02,1,LEUGOT
LEWA,0.35,37.55,1,LEWA
LEWADOWNSESTATES,0.02,37.43,1,LEWADOWNSESTATES
LEWISGLACIER,-0.15,37.32,1,LEWISGLACIER
LEYENGAJI OLDOINYO,-2.68,37.82,1,LEYENGAJI OLDOINYO
LEYENKATI,-2.72,37.82,1,LEYENKATI
LEYENKATI,-2.7,37.82,2,LEYENKATI
LGIRGIR MARTI,0.6,37.63,1,LGIRGIR MARTI
LGIRIGIRI,1.4,36.65,1,LGIRIGIRI
IIAITUNE,-1.4,37.37,1,IIAITUNE
IIAITUNE,-1.4,37.37,2,IIAITUNE
IIAITUNE,-1.4,37.37,3,IIAITUNE
LIALAESTATE,-1.18,36.9,1,LIALAESTATE
IIANI,-1.47,37.4,1,IIANI
IIANI,-1.47,37.4,2,IIANI
LIASHO,-0.13,36.88,1,LIASHO
LIASHO,-0.13,36.88,2,LIASHO
LIBAHILI LAK,0.03,40.23,1,LIBAHILI LAK
LIBAT,-0.78,40.92,1,LIBAT
LIBAT,-0.78,40.92,2,LIBAT
LIBIBOBO,0.07,39.97,1,LIBIBOBO
LIBIBOBO,0.07,39.97,2,LIBIBOBO
LIBIBOBO,0.07,39.98,3,LIBIBOBO
LIBIBOBO,0.07,39.98,4,LIBIBOBO
LIBIGADUD,-0.08,39.92,1,LIBIGADUD
LIBIGADUD,-0.08,39.92,2,LIBIGADUD
LIBIGADUD,-0.08,39.92,3,LIBIGADUD
LIBOI,0.35,40.88,1,LIBOI
LIBOI,0.4,40.95,2,LIBOI
LIBOI,0.4,40.95,3,LIBOI
LIDAMBIZA,0.15,34.73,1,LIDAMBIZA
LIECHISLAND,-0.02,34.57,1,LIECHISLAND
LAINOKKAWAN,-2.72,37.55,1,LAINOKKAWAN
LAINOKKAWAN,-2.72,37.55,2,LAINOKKAWAN
LAINOKKAWAN,-2.72,37.55,3,LAINOKKAWAN
LAINOKKAWAN,-2.72,37.55,4,LAINOKKAWAN
LIERA,-0.42,34.65,1,LIERA
LIETA,-0.58,34.47,1,LIETA
LIETA,-0.03,34.03,2,LIETA
LIETA,-0.38,34.57,3,LIETA
LIETEGO,-0.87,35.02,1,LIETEGO
LIFUNGA,0.22,34.2,1,LIFUNGA
LIGALASUBLOCATION,0.22,34.23,1,LIGALASUBLOCATION
LIGALASUBLOCATION,0.22,34.23,2,LIGALASUBLOCATION
LIGANWA,0.12,34.27,1,LIGANWA
LIGISA,-0.53,34.53,1,LIGISA
LIGIT,2.02,36.92,1,LIGIT
EMURUALIGUI,2.63,35.55,1,EMURUALIGUI
EMURUALIGUI,2.63,35.55,2,EMURUALIGUI
EMURUALIGUI,2.63,35.55,3,EMURUALIGUI
LIHANDASUBLOCATION,0.03,34.05,1,LIHANDASUBLOCATION
LIIS,3.32,38.37,1,LIIS
LIJI,0.02,37.65,1,LIJI
LIKAIU,2.03,36.65,1,LIKAIU
LIKAKIS,0.07,35.95,1,LIKAKIS
LIKHOVERO,0.22,34.78,1,LIKHOVERO
LIKI,0.07,37.05,1,LIKI
LIKIAU,0.03,37.82,1,LIKIAU
LIKINORTH,-0.02,37.12,1,LIKINORTH
LIKISOUTH,-0.07,37.02,1,LIKISOUTH
LAKOLE,1.42,40.52,1,LAKOLE
LAKOLE,1.42,40.52,2,LAKOLE
LAKOLE,1.42,40.52,3,LAKOLE
LIKOLI,0.58,34.22,1,LIKOLI
LIKOLI,0.58,34.22,2,LIKOLI
LIKOLI,0.58,34.22,3,LIKOLI
LIKONGA,0.23,34.4,1,LIKONGA
LIKONGA,0.23,34.4,2,LIKONGA
LIKONI,-4.08,39.65,1,LIKONI
LIKONI,-4.08,39.65,2,LIKONI
LIKONI RAS,-4.07,39.07,1,LIKONI RAS
LIKONIFERRY,-4.08,39.07,1,LIKONIFERRY
LIKUNGU,-0.28,34.25,1,LIKUNGU
LILANI,-3.62,38.32,1,LILANI
LILIABA,0.3,37.08,1,LILIABA
LILIABA,0.35,37.8,2,LILIABA
LILIANAESTATE,-1.2,36.87,1,LILIANAESTATE
LILIBETO,0.05,36.28,1,LILIBETO
LIM MURUA,2.28,35.02,1,LIM MURUA
LIM MURUA,2.28,35.02,2,LIM MURUA
LIMBENE,0.18,37.75,1,LIMBENE
LIMOROKI,-1.73,35.78,1,LIMOROKI
LIMURU,-1.1,36.65,1,LIMURU
LIMURU,-1.12,36.63,2,LIMURU
LIMURU,-1.13,36.73,3,LIMURU
LIMURU,-1.13,36.73,4,LIMURU
LIMURU,-1.13,36.73,5,LIMURU
LIMURUGIRLSSCHOOLROAD,-1.1,36.68,1,LIMURUGIRLSSCHOOLROAD
LEMOROGLOCATION,-1.1,36.62,1,LEMOROGLOCATION
LEMOROGLOCATION,-1.1,36.62,2,LEMOROGLOCATION
LIMURUROAD,-1.13,36.65,1,LIMURUROAD
LIMUTET,-0.1,35.53,1,LIMUTET
LIMUTET,-0.1,35.53,2,LIMUTET
LIMUTUT,-1.42,34.82,1,LIMUTUT
LINENJEKESUBLOCATION,-1.03,36.68,1,LINENJEKESUBLOCATION
BLENJEKI,-1.03,36.7,1,BLENJEKI
BLENJEKI,-1.03,36.7,2,BLENJEKI
BLENJEKI,-1.03,36.7,3,BLENJEKI
LINGADAM,-1.28,37.48,1,LINGADAM
LINGARENGAN EMURUA,4.05,35.8,1,LINGARENGAN EMURUA
LINGARENGAN EMURUA,4.05,35.8,2,LINGARENGAN EMURUA
LINGARENGAN EMURUA,4.05,35.8,3,LINGARENGAN EMURUA
LINGILI,-2.08,38.35,1,LINGILI
LINTI,-2.37,36.65,1,LINTI
LIONSFOUNTAIN,0.87,34.87,1,LIONSFOUNTAIN
LIONVALLEY,-1.37,36.08,1,LIONVALLEY
LIRHANDA,0.23,34.8,1,LIRHANDA
LIRHEMBE,0.18,34.75,1,LIRHEMBE
LISURAESTATE,-1.15,36.87,1,LISURAESTATE
LITEIN,-0.58,35.18,1,LITEIN
LITEINSUBLOCATION,-0.58,35.18,1,LITEINSUBLOCATION
LITITON,0.22,34.78,1,LITITON
LITTLECHEPTOIGAN,0.78,34.85,1,LITTLECHEPTOIGAN
LITTLEGILGIL,-0.52,36.35,1,LITTLEGILGIL
LITTLEKIBOKO,-2.18,37.77,1,LITTLEKIBOKO
KOMATHI,-0.97,36.73,1,KOMATHI
KOMATHI,-0.97,36.73,2,KOMATHI
KOMATHI,-0.97,36.73,3,KOMATHI
KOMATHI,-0.97,36.73,4,KOMATHI
KAMAARA,-0.22,37.58,1,KAMAARA
KAMAARA,-0.22,37.58,2,KAMAARA
LITTLEKEDONG,-1.07,36.53,1,LITTLEKEDONG
LITTLEKEDONG,-1.07,36.53,2,LITTLEKEDONG
LITTLENZOIA,0.78,35.07,1,LITTLENZOIA
LITTLEOROBA,-0.07,34.98,1,LITTLEOROBA
LITTLEOROBA,-0.07,34.98,2,LITTLEOROBA
LITTLERUIRU,-1.05,36.68,1,LITTLERUIRU
LITTLESAGANA,-0.3,37.15,1,LITTLESAGANA
LITTLESASUMWA,-0.73,36.65,1,LITTLESASUMWA
LITTLESASUMWA,-0.73,36.65,2,LITTLESASUMWA
LITTLESHURU,-0.37,35.92,1,LITTLESHURU
LITYEI,1.23,35.07,1,LITYEI
LIUMBA,-1.08,36.9,1,LIUMBA
LIVUNDONI,-4.48,39.05,1,LIVUNDONI
LIVUNDONI,-4.48,39.05,2,LIVUNDONI
LIWATONI RAS,-4.07,39.65,1,LIWATONI RAS
LIWATONI RAS,-4.07,39.65,2,LIWATONI RAS
LIWATONI RAS,-4.07,39.65,3,LIWATONI RAS
LIWATONICREEK,-4.07,39.65,1,LIWATONICREEK
LIWATONICREEK,-4.07,39.65,2,LIWATONICREEK
LIWATONICREEK,-4.07,39.65,3,LIWATONICREEK
LIYALA,0.43,34.35,1,LIYALA
LIYALA,0.43,34.35,2,LIYALA
LIYALA,0.43,34.35,3,LIYALA
LKONGO,2.08,36.08,1,LKONGO
LMINCHOOMINYI,1.2,36.65,1,LMINCHOOMINYI
LMUNTUL,2.28,36.92,1,LMUNTUL
LOAKWA,2.47,35.92,1,LOAKWA
LOARENGAK,4.27,35.88,1,LOARENGAK
LOARENGAK,4.27,35.92,2,LOARENGAK
LOATHETOM,1.95,35.7,1,LOATHETOM
LOBEIANGURUPUS,4.42,35.9,1,LOBEIANGURUPUS
LOBOI,0.35,36.07,1,LOBOI
LOBOI,0.35,36.07,2,LOBOI
BOGORIA,0.43,36.07,1,BOGORIA
BOGORIA,0.43,36.07,2,BOGORIA
LOBOILOCATION,0.35,36.07,1,LOBOILOCATION
LOBOISWAMP,0.38,36.05,1,LOBOISWAMP
LOBOITONG,2.03,36.53,1,LOBOITONG
LOBONGOLEI,4.75,35.15,1,LOBONGOLEI
LOBOPAKEYUHILLS,2.3,35.6,1,LOBOPAKEYUHILLS
LOBORIO,0.3,34.6,1,LOBORIO
LOBORIO,3.03,34.63,2,LOBORIO
LOBORSOIT,0.05,36.97,1,LOBORSOIT
LOBORSOIT,0.05,36.97,2,LOBORSOIT
LOBORUA,0.42,37.4,1,LOBORUA
LOBROKUT,2.23,35.43,1,LOBROKUT
LOBULYA,2.07,35.07,1,LOBULYA
LABORET,4.2,35.2,1,LABORET
LABORET,4.2,35.2,2,LABORET
LABORET,4.2,35.2,3,LABORET
LOBURET,4.02,35.2,1,LOBURET
LOBURIANGAJUREI,4.53,35.2,1,LOBURIANGAJUREI
LOBURIN,4.12,35.78,1,LOBURIN
LOBURU,0.25,36.08,1,LOBURU
LOBUT,1.93,36.68,1,LOBUT
LOBUT,1.93,36.68,2,LOBUT
LOBUT,1.93,36.68,3,LOBUT
LOCHARAKHIANG,2.02,35.68,1,LOCHARAKHIANG
LOCHARANGAN,1.6,36.03,1,LOCHARANGAN
LOCHEREESOKONHILLS,2.08,35.63,1,LOCHEREESOKONHILLS
LOCHEREESOKONHILLS,2.08,35.63,2,LOCHEREESOKONHILLS
LOCHERIANGOL,3.8,34.35,1,LOCHERIANGOL
LOCHERTET,0.07,36.08,1,LOCHERTET
LOCHIL,3.35,34.52,1,LOCHIL
LOCHIRITIT,2.72,35.63,1,LOCHIRITIT
LOCHIRITIT,2.72,35.63,2,LOCHIRITIT
LOCHIRITIT,2.72,35.63,3,LOCHIRITIT
LOCHOME,3.85,35.73,1,LOCHOME
LOCHOREANGDAPALA,4.45,35.58,1,LOCHOREANGDAPALA
LOCHOREANGDAPALA,4.45,35.58,2,LOCHOREANGDAPALA
LOCHARIAMOIR,2.78,35.65,1,LOCHARIAMOIR
LOCHARIAMOIR,2.78,35.65,2,LOCHARIAMOIR
LOCHARIAMOIR,2.78,35.65,3,LOCHARIAMOIR
LOCHORO,3.75,34.58,1,LOCHORO
LOCHUGWA,3.48,35.85,1,LOCHUGWA
LOCKYERPATCH,-4.07,39.43,1,LOCKYERPATCH
LODAPAL,1.7,36.62,1,LODAPAL
LODAPALINGAHILLS,4.7,35.75,1,LODAPALINGAHILLS
LODASAUWO,0.78,37.1,1,LODASAUWO
LODEKE,3.23,35.35,1,LODEKE
LODERMURT,1.72,37.72,1,LODERMURT
LODOKEJEK,0.87,36.85,1,LODOKEJEK
LODONGIRO,4.12,35.78,1,LODONGIRO
LODONGIRO,4.12,35.78,2,LODONGIRO
LODOSOIT,1.35,37.57,1,LODOSOIT
LODOSOIT,1.4,37.63,2,LODOSOIT
LODUNGOKWE,0.88,37.02,1,LODUNGOKWE
LODUNGOKWE,0.88,37.02,2,LODUNGOKWE
LODUNGOKWE,0.9,37.02,3,LODUNGOKWE
LODUNGORO,0.65,36.1,1,LODUNGORO
LODWAR,3.12,35.6,1,LODWAR
LODWAR,1.52,37.02,2,LODWAR
LODWARCONE,3.02,35.58,1,LODWARCONE
LOELILIA,2.88,36.3,1,LOELILIA
LOGINYA LAKE,-2.68,37.3,1,LOGINYA LAKE
LOGINYA LAKE,-2.68,37.3,2,LOGINYA LAKE
LOGINYA LAKE,-2.68,37.3,3,LOGINYA LAKE
LOGIRIAMA,3.25,34.72,1,LOGIRIAMA
LOGLOGO,1.98,37.92,1,LOGLOGO
LOGOBUK,1.57,36.52,1,LOGOBUK
LOGOGO,2.93,35.3,1,LOGOGO
LOGOMANSAWMILLS,-0.47,35.92,1,LOGOMANSAWMILLS
LOGOMANSAWMILLSNUMBERTWO,-0.4,35.9,1,LOGOMANSAWMILLSNUMBERTWO
LOGON,4.23,35.05,1,LOGON
LOGON,4.23,35.05,2,LOGON
LOGONGHILLS,4.22,35.05,1,LOGONGHILLS
LOGONGHILLS,4.22,35.05,2,LOGONGHILLS
LOGORATI,0.87,36.62,1,LOGORATI
LOGORGOR,1.65,36.07,1,LOGORGOR
LOGUISO,0.02,36.07,1,LOGUISO
LOGUK,0.18,35.78,1,LOGUK
LOGUKVALLEY,0.18,35.78,1,LOGUKVALLEY
LOGUM,3.4,34.48,1,LOGUM
LOGUMUKUM,0.45,36.08,1,LOGUMUKUM
LOGUMUKUM,0.45,36.08,2,LOGUMUKUM
LOGURDOGI,0.7,36.1,1,LOGURDOGI
LOGURUGURUT,2.37,36.05,1,LOGURUGURUT
LOIBASHAI,1.42,36.78,1,LOIBASHAI
LOIBORSEDER,2.42,36.97,1,LOIBORSEDER
LOIBORSEDER,2.03,36.87,2,LOIBORSEDER
LOIBOSOITO NDOINYO,-2.4,37.58,1,LOIBOSOITO NDOINYO
LOIBOSOITOHILLS,-2.52,37.52,1,LOIBOSOITOHILLS
LOICHABECHERANGE,1.03,36.97,1,LOICHABECHERANGE
CHANGAMATAK,2.63,35.65,1,CHANGAMATAK
CHANGAMATAK,2.63,35.65,2,CHANGAMATAK
CHANGAMATAK,2.65,35.6,3,CHANGAMATAK
CHANGAMATAK,2.65,35.6,4,CHANGAMATAK
LOICHARAKWANGAN,2.35,35.08,1,LOICHARAKWANGAN
LOICHARENGEN,2.28,35.03,1,LOICHARENGEN
LOICHEREKIPATUT,2.03,35.03,1,LOICHEREKIPATUT
LOICHERELIM,2.38,35.3,1,LOICHERELIM
LOIDIKIDIKODAM,0.88,37.47,1,LOIDIKIDIKODAM
LOIDINGPASS,1.93,35.78,1,LOIDINGPASS
LOIENGALANI,2.77,36.72,1,LOIENGALANI
DANULOIB,-1.38,35.22,1,DANULOIB
DANULOIB,-1.38,35.22,2,DANULOIB
LOIKARATATAKWE,2.35,36.82,1,LOIKARATATAKWE
LEGAS,1.02,36.72,1,LEGAS
LEGAS,1.02,36.72,2,LEGAS
LOIKIRISIA,-1.58,35.87,1,LOIKIRISIA
LOILA,3.47,34.48,1,LOILA
LOILE,3.48,34.48,1,LOILE
LOILE,3.48,34.48,2,LOILE
LOILE,3.48,34.48,3,LOILE
LOILELA,-1.78,35.63,1,LOILELA
LOILERA,0.9,37.45,1,LOILERA
LOIMATASHUSWAMP,0.48,36.08,1,LOIMATASHUSWAMP
LOIMINANGE,0.53,36.1,1,LOIMINANGE
LOIMINANGE,0.55,36.08,2,LOIMINANGE
LEMINANGI,0.58,36.02,1,LEMINANGI
LEMINANGI,0.58,36.02,2,LEMINANGI
LAIPONG,2.02,36.97,1,LAIPONG
LAIPONG,2.02,36.97,2,LAIPONG
LOIREPIREPI,0.37,37.22,1,LOIREPIREPI
LOIREPIREPI,0.37,37.22,2,LOIREPIREPI
LOIREPIREPI,0.37,37.22,3,LOIREPIREPI
LOIREPIREPI,0.37,37.22,4,LOIREPIREPI
LOISEKIN OLDOINYO,-1.57,35.05,1,LOISEKIN OLDOINYO
LOISEKIN OLDOINYO,-1.58,35.6,2,LOISEKIN OLDOINYO
LOISEKIN OLDOINYO,-1.58,35.6,3,LOISEKIN OLDOINYO
LOISIUMURTO,-1.58,35.93,1,LOISIUMURTO
LOITA,-1.87,36.02,1,LOITA
LOITA,-1.05,35.68,2,LOITA
LOITAPLAINS,-1.25,35.58,1,LOITAPLAINS
LOITASECTION,-1.75,35.75,1,LOITASECTION
LOITEP,0.45,36.15,1,LOITEP
LOITING,1.18,36.57,1,LOITING
LOIWATSUBLOCATION,1.2,35.95,1,LOIWATSUBLOCATION
LOIYA,1.85,35.68,1,LOIYA
LOIYA,2.95,35.03,2,LOIYA
LOIYA,1.92,35.57,3,LOIYA
LOIYA,4.08,35.7,4,LOIYA
LOIYAMAROKLOCATION,0.95,36.13,1,LOIYAMAROKLOCATION
LOIYAMAROKLOCATION,0.95,36.13,2,LOIYAMAROKLOCATION
LOJAMEI,2.2,35.95,1,LOJAMEI
LOKADONGOT,3.23,35.13,1,LOKADONGOT
LOKALALE,2.22,35.32,1,LOKALALE
LOKAPETEMOI,4.02,35.9,1,LOKAPETEMOI
LOKATUR,2.28,36.13,1,LOKATUR
LOKERON,1.87,35.37,1,LOKERON
LOKETABONG,4.03,34.47,1,LOKETABONG
LOKETI,3.1,35.13,1,LOKETI
LOKHOLELIO,2.1,35.58,1,LOKHOLELIO
LOKHONE,2.38,35.97,1,LOKHONE
LOKHONE,2.38,35.97,2,LOKHONE
LOKHONE,2.38,35.97,3,LOKHONE
LOKHORIOKHOTHILLS,2.02,35.88,1,LOKHORIOKHOTHILLS
LOKHOSINYAGURR,2.12,35.75,1,LOKHOSINYAGURR
LOKHOSINYAKHORI,2.25,35.82,1,LOKHOSINYAKHORI
LOKHOSINYAKHORI,2.18,35.75,2,LOKHOSINYAKHORI
LOKIBUK,4.57,35.8,1,LOKIBUK
LOKIBUKPASS,4.58,35.78,1,LOKIBUKPASS
LOKICHAR,2.38,35.65,1,LOKICHAR
LOKICHIOGIO,4.2,34.35,1,LOKICHIOGIO
LOKICHIOGIO,4.2,34.35,2,LOKICHIOGIO
LOKICHIOGIO,4.2,34.35,3,LOKICHIOGIO
LOKICHIOGIO,4.2,34.35,4,LOKICHIOGIO
LOKICHIOGIO,4.2,34.35,5,LOKICHIOGIO
LOKIDING,3.78,34.4,1,LOKIDING
LOKIDINO,3.75,34.42,1,LOKIDINO
LOKIDIRR,2.43,36.05,1,LOKIDIRR
LOKIDONGO,4.43,35.43,1,LOKIDONGO
LOKIL,2.43,36.03,1,LOKIL
LOKIL,2.43,36.03,2,LOKIL
LOKILIO,2.68,36.43,1,LOKILIO
LOKIMYEL,1.9,36.07,1,LOKIMYEL
LOKINYIR,2.48,35.03,1,LOKINYIR
LOKIOPETETIOKWAN,4.4,35.07,1,LOKIOPETETIOKWAN
LOKIPETOTAKWAN,3.2,35.8,1,LOKIPETOTAKWAN
LOKIPORRANGITHIKIRIA,3.05,35.37,1,LOKIPORRANGITHIKIRIA
LOKIRIKIPI,3.53,35.4,1,LOKIRIKIPI
LOKIRROK,1.92,35.63,1,LOKIRROK
LOKITANYALA,2.37,34.95,1,LOKITANYALA
LOKATIANG,4.27,35.75,1,LOKATIANG
LOKATIANG,4.27,35.75,2,LOKATIANG
LOKITELAETUKO,3.23,35.7,1,LOKITELAETUKO
LOKITET,1.25,36.05,1,LOKITET
LOKITHIGERE,3.97,35.35,1,LOKITHIGERE
LOKITHIGERE,3.97,35.35,2,LOKITHIGERE
LOKITOINYALA,4.23,35.88,1,LOKITOINYALA
LOKITOITATIPES,3.3,34.63,1,LOKITOITATIPES
LOKITOITATIPES,3.3,34.63,2,LOKITOITATIPES
LOKOKITAN,3.92,34.22,1,LOKOKITAN
LOKOKUTAN,3.9,34.25,1,LOKOKUTAN
LOKOLMON,0.73,37.22,1,LOKOLMON
LOKOLWA,-0.42,36.42,1,LOKOLWA
LOKOMOR,1.65,35.1,1,LOKOMOR
LOKONGORI,1.82,36.82,1,LOKONGORI
LOKOPARAPARAI,3.47,35.35,1,LOKOPARAPARAI
LOKOPARAPARAI,3.47,35.35,2,LOKOPARAPARAI
LOKOPARAPARAI,3.48,35.35,3,LOKOPARAPARAI
LOKOPEL,2.37,35.47,1,LOKOPEL
LOKOPEL,2.37,35.47,2,LOKOPEL
LOKHOPEL,2.42,35.88,1,LOKHOPEL
LOKHOPEL,2.42,35.88,2,LOKHOPEL
LOKOPEL,2.38,35.4,3,LOKOPEL
LOKOPELIKION,3.78,34.58,1,LOKOPELIKION
LOKORE,3.72,34.98,1,LOKORE
LOKORI,1.95,36.02,1,LOKORI
LOKORIAKWAK,4.37,35.42,1,LOKORIAKWAK
LOKORIKIPI,2.78,35.08,1,LOKORIKIPI
LOKORIKIPI,2.78,35.08,2,LOKORIKIPI
LOKORMONA,3.62,35.43,1,LOKORMONA
LOKOROKORO,2.22,36.13,1,LOKOROKORO
LOKOWABET,0.73,36.28,1,LOKOWABET
LOKOYAM,2.52,35.07,1,LOKOYAM
LOKOYO,3.13,35.05,1,LOKOYO
LOKUCHO,3.32,34.53,1,LOKUCHO
LOKUKUS,0.9,36.15,1,LOKUKUS
LOKURUTONGWE,0.57,36.15,1,LOKURUTONGWE
LOKUSO,2.18,35.07,1,LOKUSO
LOKUTO,1.93,36.7,1,LOKUTO
LOKUTONY,2.6,34.92,1,LOKUTONY
LOKWAKANGOLE,3.53,35.9,1,LOKWAKANGOLE
LOKWAKIPI,3.13,35.03,1,LOKWAKIPI
LOKWAKIPI,4.12,35.73,2,LOKWAKIPI
LOKWAMORU,3.22,34.58,1,LOKWAMORU
LOKWAMORU,2.37,35.58,2,LOKWAMORU
LOKWAMUR,1.08,35.57,1,LOKWAMUR
LOKWAMUR,1.9,35.05,2,LOKWAMUR
LOKWAMORU,3.25,34.7,3,LOKWAMORU
LOKWAMORU,3.25,34.7,4,LOKWAMORU
